Date,Latitude,Longitude,Depth,Magnitude,Magnitude Type_MD,Magnitude Type_MH,Magnitude Type_ML,Magnitude Type_MS,Magnitude Type_MW,Magnitude Type_MWB,Magnitude Type_MWC,Magnitude Type_MWR,Magnitude Type_MWW,Status_Reviewed,Cluster
1979-05-01,9.33,125.614,-0.3892145703205755,0.32492365030182424,0,0,0,1,0,0,0,0,0,1,0
1979-05-01,-21.244,169.798,0.7612176872550972,1.2720578817289052,0,0,0,0,0,0,0,0,0,1,0
1979-05-02,-30.71,-178.161,0.1679992597066096,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,1
1979-05-04,-21.56,-68.284,0.7848122219038158,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,4
1979-05-05,-11.047,165.508,-0.056397038914586944,0.07827100303776077,0,0,0,1,0,0,0,0,0,1,0
1979-05-05,8.355,-70.985,-0.3892145703205755,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,4
1979-05-06,-15.957,-173.928,-0.056397038914586944,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,1
1979-05-07,-6.311,105.957,1.1325920962238405,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-05-08,-8.976,-108.539,-1.1346795570743498,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,4
1979-05-12,11.921,125.591,0.21143992668509287,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-05-13,18.998,145.338,1.8575952710534183,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-05-13,-4.054,123.149,2.7116651580798874,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-05-14,44.76,147.588,1.0567834507528484,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-05-14,-22.809,-69.125,0.83032225645423,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,4
1979-05-15,34.53,24.437,-0.056397038914586944,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,0
1979-05-16,-35.666,-16.242,-1.1346795570743498,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,2
1979-05-18,24.132,142.402,2.6341472578995746,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-05-18,0.677,126.005,-0.056397038914586944,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-05-20,-6.046,-77.913,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,4
1979-05-20,-60.088,-29.392,0.23244143368315362,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,2
1979-05-20,56.647,-156.725,0.6605425428896634,1.2720578817289052,0,0,0,0,0,0,0,0,0,1,3
1979-05-20,-27.149,-71.047,-0.056397038914586944,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,4
1979-05-20,30.029,80.31,-0.056397038914586944,0.07827100303776077,0,0,0,1,0,0,0,0,0,1,0
1979-05-21,-8.299,115.934,0.7246961678370257,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-05-21,-15.25,-70.089,1.6788205235962743,0.32492365030182424,0,0,0,0,0,0,0,0,0,1,4
1979-05-22,-43.783,78.974,-1.1346795570743498,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,-1
1979-05-22,-22.813,-69.136,0.4702690994762197,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-05-22,-60.428,-32.095,-1.1346795570743498,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,2
1979-05-23,50.336,159.674,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-05-23,-10.628,164.948,0.6198755501457722,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-05-24,0.795,126.043,0.36779276682461515,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-05-24,42.255,18.752,-1.3264264473531984,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,0
1979-05-25,52.611,-167.019,-0.3892145703205755,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,3
1979-05-25,24.113,142.244,2.6736920777571505,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-05-26,-25.998,-175.32,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-05-27,-9.691,154.221,-0.27666933414295947,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-05-28,36.409,31.751,0.964834669346128,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-05-28,-24.604,-70.262,0.547997306712047,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,4
1979-05-30,-8.207,115.949,-0.312731353622927,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-05-31,-24.689,-177.113,-0.056397038914586944,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,1
1979-06-02,-30.812,117.179,-1.5665649488623015,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,0
1979-06-04,15.684,-93.596,0.7730877790672799,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,4
1979-06-04,-18.633,169.235,1.8384457303000767,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-06-06,-52.838,-75.098,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-06-10,-36.28,-97.953,-1.1346795570743498,0.32492365030182424,0,0,0,1,0,0,0,0,0,1,4
1979-06-10,8.106,-38.086,-1.1346795570743498,0.32492365030182424,0,0,0,1,0,0,0,0,0,1,-1
1979-06-10,-54.326,-132.821,-1.1346795570743498,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,-1
1979-06-11,-5.05,152.086,0.6867230875142889,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-06-12,-55.977,-27.868,1.246935131808323,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,2
1979-06-13,-6.528,147.254,0.7848122219038158,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-06-14,38.808,26.527,-0.3892145703205755,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-06-15,34.955,24.243,-0.056397038914586944,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-06-19,-14.509,167.217,1.1722463383664337,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-06-21,-19.39,-173.361,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-06-22,17.0,-94.609,1.0479766593522821,1.0409430729240485,0,0,0,0,0,0,0,0,0,1,4
1979-06-24,-2.99,139.82,-0.056397038914586944,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-06-25,-4.98,145.577,1.5877487776828598,0.8061302706376628,0,0,0,0,0,0,0,0,0,1,0
1979-06-25,-20.02,-173.099,0.1679992597066096,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,1
1979-06-25,-5.956,103.644,0.6336244219236113,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-06-26,36.475,71.218,1.7703078077214454,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-06-27,7.164,-82.253,-1.1346795570743498,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,4
1979-06-27,-29.482,-68.275,1.1162578505574465,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,4
1979-06-28,0.384,-24.966,-1.1346795570743498,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,-1
1979-07-01,8.316,-82.943,-0.2083881429377946,1.4995893705174625,0,0,0,1,0,0,0,0,0,1,4
1979-07-04,43.953,146.704,0.7491982821989405,0.32492365030182424,0,0,0,0,0,0,0,0,0,1,0
1979-07-04,-42.369,83.973,-1.1346795570743498,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,-1
1979-07-06,-32.148,-71.321,0.23244143368315362,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,4
1979-07-07,1.192,126.213,0.486328806970095,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-07-08,-13.224,-112.151,-1.1346795570743498,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,4
1979-07-08,-22.19,-179.579,2.702312423349892,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-07-09,31.452,119.241,-1.0515375670681963,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-07-09,-5.627,153.305,0.21143992668509287,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,0
1979-07-11,36.612,141.215,0.1679992597066096,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,0
1979-07-12,-36.314,-98.03,-1.1346795570743498,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-07-13,33.843,131.796,0.6336244219236113,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-07-17,-4.426,98.757,-0.11432569003557333,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-07-18,-7.526,127.495,1.4926452532018506,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-07-21,13.966,-93.427,-0.27666933414295947,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,4
1979-07-22,-56.228,-27.026,0.8843213745408274,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,2
1979-07-22,13.858,124.537,0.292810776049074,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,0
1979-07-24,-20.487,-174.212,-0.056397038914586944,0.07827100303776077,0,0,0,1,0,0,0,0,0,1,1
1979-07-24,-11.149,107.709,-0.11432569003557333,2.3759982262451285,0,0,0,1,0,0,0,0,0,1,0
1979-07-24,54.126,-160.886,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,3
1979-07-28,49.986,142.576,-0.312731353622927,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-07-29,-6.373,102.319,-0.24191895536706004,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-08-01,-54.764,146.331,-1.1346795570743498,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-08-04,-62.855,-161.427,-1.1346795570743498,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,-1
1979-08-05,-22.715,-177.494,1.5466443712884481,1.2720578817289052,0,0,0,0,0,0,0,0,0,1,1
1979-08-06,37.1038333,-121.5123333,-1.2935548485429562,-0.17259813241902822,0,0,1,0,0,0,0,0,0,1,4
1979-08-07,-8.714,108.856,0.6336244219236113,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-08-08,-56.359,-26.016,-0.056397038914586944,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,2
1979-08-10,-52.766,18.482,-1.1346795570743498,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,-1
1979-08-11,-52.027,161.296,-1.1346795570743498,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-08-12,34.515,140.223,0.5176604697453848,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-08-13,-4.87,153.48,0.8630864983627391,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-08-16,38.678,142.924,-0.11432569003557333,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,0
1979-08-16,41.814,130.785,2.668837553668388,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-08-17,-17.715,167.848,-0.6641034506055781,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,0
1979-08-17,-17.654,167.75,0.09889469050747685,-0.4278304274304214,0,0,0,1,0,0,0,0,0,1,0
1979-08-17,-4.372,127.87,1.9128436115729783,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-08-20,36.479,70.134,1.7703078077214454,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-08-22,52.274,157.329,1.2611970398953323,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-08-24,8.951,-83.483,0.12248922515619512,1.2720578817289052,0,0,0,1,0,0,0,0,0,1,4
1979-08-24,41.145,108.129,-0.056397038914586944,0.07827100303776077,0,0,0,1,0,0,0,0,0,1,0
1979-08-25,10.731,-41.688,-1.1346795570743498,1.723646960117397,0,0,0,1,0,0,0,0,0,1,-1
1979-08-25,-15.582,167.113,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,0
1979-08-26,-17.675,167.683,-1.1346795570743498,0.32492365030182424,0,0,0,1,0,0,0,0,0,1,0
1979-08-26,19.066,122.096,-0.7766486867831941,2.7953263836318336,0,0,0,1,0,0,0,0,0,1,0
1979-08-27,-21.023,-175.846,1.289097711182278,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-09-01,53.978,-165.204,0.6336244219236113,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,3
1979-09-01,52.796,161.061,-0.17599418977752532,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-04,-22.867,171.652,0.21143992668509287,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,0
1979-09-05,-0.366,132.314,0.2731084264270453,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-05,-27.551,-63.274,2.6154607403648384,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-09-06,-5.97,149.672,0.1679992597066096,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,0
1979-09-11,8.123,125.004,-0.9042419521146808,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-12,-1.679,136.04,-1.713860563815817,4.3621984247542995,0,0,0,1,0,0,0,0,0,1,0
1979-09-12,-1.639,136.223,-0.056397038914586944,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-09-12,-1.715,135.788,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-13,-1.147,136.467,-0.27666933414295947,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-13,-1.032,136.535,-0.056397038914586944,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-09-14,53.657,169.729,-0.24191895536706004,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-14,30.589,131.235,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,0
1979-09-15,-15.634,-69.559,1.705865633744901,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,4
1979-09-15,-30.074,-177.608,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-09-16,-58.631,-25.596,0.9050945862080034,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,2
1979-09-16,-5.709,103.044,-0.001780453857957312,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-09-16,3.49,128.088,0.23244143368315362,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-19,-1.749,136.223,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-19,42.812,13.061,-0.7187200356622077,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-22,19.35,-155.07,-1.2257513029877642,-0.9520106862444903,0,0,0,0,0,0,1,0,0,0,-1
1979-09-22,19.347,-155.072,-1.2257513029877642,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,-1
1979-09-23,52.292,174.034,0.18996643642089128,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-09-23,-60.595,-50.223,-1.1346795570743498,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,2
1979-09-23,-60.526,-50.304,-1.1346795570743498,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,2
1979-09-24,-7.17,154.331,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-09-24,-60.578,-50.306,-1.1346795570743498,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,2
1979-09-24,-5.709,153.593,-0.056397038914586944,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-09-25,45.083,77.006,0.12248922515619512,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-27,-19.067,168.717,0.6995491875131452,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-09-29,-2.81,119.573,-0.47235656032672907,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-09-29,-19.276,-173.358,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-09-29,1.193,94.245,-0.24191895536706004,2.1617537343386948,0,0,0,1,0,0,0,0,0,1,0
1979-10-01,-21.082,-175.709,-0.056397038914586944,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,1
1979-10-03,18.114,94.816,0.43731652010718675,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-04,-7.416,128.304,1.3294782311004967,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-05,9.828,126.254,0.14551516109555857,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-10-05,-3.552,-76.267,1.1244598760499305,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-10-10,-7.213,106.035,-0.056397038914586944,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,0
1979-10-11,3.791,126.019,1.1952722743057975,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-12,-46.675,165.707,-0.056397038914586944,3.402674587649325,0,0,0,1,0,0,0,0,0,1,0
1979-10-12,-46.704,165.78,-0.7766486867831941,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-10-15,32.6673333,-115.3591667,-0.7766486867831941,1.2720578817289052,0,0,0,0,1,0,0,0,0,1,4
1979-10-16,33.02,-115.58,-1.713860563815817,-0.687580342010761,0,0,0,0,0,0,1,0,0,0,4
1979-10-16,32.9986667,-115.5575,-0.8262898187513097,-0.17259813241902822,0,0,1,0,0,0,0,0,0,1,4
1979-10-16,-1.155,136.416,-0.056397038914586944,-0.4278304274304214,0,0,0,1,0,0,0,0,0,1,0
1979-10-16,11.659,43.786,-1.4389716835308148,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,-1
1979-10-17,18.524,145.281,2.6896979813656055,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-10-17,-61.266,154.369,-1.1346795570743498,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,0
1979-10-17,-1.161,136.598,-0.056397038914586944,0.32492365030182424,0,0,0,0,0,0,0,0,0,1,0
1979-10-18,51.859,177.129,0.5329492775581768,0.32492365030182424,0,0,0,0,0,0,0,0,0,1,0
1979-10-18,-16.426,-172.849,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-10-19,0.524,126.58,0.34959164312469376,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-20,-8.254,115.847,0.0747027628396912,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,0
1979-10-20,-7.372,128.159,1.3027483733806204,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-22,0.666,125.921,-0.056397038914586944,1.0409430729240485,0,0,0,1,0,0,0,0,0,1,0
1979-10-22,-64.872,-170.537,-1.1346795570743498,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,-1
1979-10-23,-10.596,161.312,-0.056397038914586944,0.07827100303776077,0,0,0,1,0,0,0,0,0,1,0
1979-10-23,-10.615,161.284,-0.4298815630644672,2.7953263836318336,0,0,0,1,0,0,0,0,0,1,0
1979-10-23,-10.601,161.039,-0.056397038914586944,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-10-23,-10.634,161.232,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-10-23,-10.703,161.857,-0.056397038914586944,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-10-23,-10.705,161.205,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-10-23,-10.145,161.453,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-10-24,1.439,-101.26,-1.1346795570743498,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,4
1979-10-27,-58.76,-25.242,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,2
1979-10-27,13.833,-90.881,0.4702690994762197,2.1617537343386948,0,0,0,1,0,0,0,0,0,1,4
1979-10-27,13.778,-90.73,0.5774005528835094,1.723646960117397,0,0,0,1,0,0,0,0,0,1,4
1979-10-28,35.016,140.596,0.8630864983627391,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-10-30,18.794,145.132,2.6541242245957384,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-11-01,-1.134,136.568,-0.27666933414295947,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-11-01,-5.859,150.214,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-11-02,-13.319,166.656,-0.056397038914586944,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-11-02,-7.656,108.252,0.5329492775581768,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-11-03,-4.258,129.649,-0.056397038914586944,-0.4278304274304214,0,0,0,1,0,0,0,0,0,1,0
1979-11-04,-15.596,-173.084,-0.24191895536706004,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-11-05,17.828,-68.617,1.0210585383862292,0.07827100303776077,0,0,0,0,0,0,0,0,0,1,4
1979-11-06,-21.081,-178.847,2.6704584702621315,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,1
1979-11-06,-9.498,159.22,-0.14466252700223597,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,0
1979-11-08,-32.314,179.204,2.392325002469552,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-11-09,55.642,164.112,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,0
1979-11-09,-17.751,-178.72,2.6290870690065207,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-11-09,-13.294,166.743,0.23244143368315362,0.5674992070954865,0,0,0,1,0,0,0,0,0,1,0
1979-11-10,-59.463,-150.892,-1.1346795570743498,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,-1
1979-11-10,-3.421,140.149,0.12248922515619512,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,0
1979-11-11,-20.26,-176.149,1.4814693351237047,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,1
1979-11-13,-4.437,102.015,0.2731084264270453,1.0409430729240485,0,0,0,1,0,0,0,0,0,1,0
1979-11-13,-23.576,-174.858,-0.08492244386411088,1.723646960117397,0,0,0,1,0,0,0,0,0,1,1
1979-11-14,33.918,59.741,-0.056397038914586944,1.723646960117397,0,0,0,1,0,0,0,0,0,1,0
1979-11-14,0.889,-27.105,-1.1346795570743498,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,-1
1979-11-16,-16.76,-179.984,-0.056397038914586944,2.3759982262451285,0,0,0,1,0,0,0,0,0,1,1
1979-11-16,-1.918,134.173,-0.056397038914586944,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,0
1979-11-18,-56.58,-26.296,0.83032225645423,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,2
1979-11-19,5.861,125.295,0.83032225645423,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-11-20,71.192,-8.029,-1.1346795570743498,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,-1
1979-11-21,-3.414,139.724,0.6471782676567125,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-11-22,-24.344,-67.385,1.4814693351237047,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,4
1979-11-23,4.805,-76.217,1.0567834507528484,1.2720578817289052,0,0,0,0,0,0,0,0,0,1,4
1979-11-24,-18.937,-176.594,-0.056397038914586944,0.8061302706376628,0,0,0,1,0,0,0,0,0,1,1
1979-11-27,-5.555,147.292,1.6650053898924788,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-11-27,33.962,59.726,-1.1346795570743498,2.7953263836318336,0,0,0,1,0,0,0,0,0,1,0
1979-11-27,-31.376,-67.881,-1.1346795570743498,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,4
1979-12-01,-56.465,-142.451,-1.1346795570743498,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,-1
1979-12-02,22.919,121.448,0.049882403644568134,-0.4278304274304214,0,0,0,1,0,0,0,0,0,1,0
1979-12-06,2.478,126.125,0.6198755501457722,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-12-07,34.033,59.817,-0.11432569003557333,0.32492365030182424,0,0,0,1,0,0,0,0,0,1,0
1979-12-07,-5.091,129.809,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-08,-15.845,168.311,-0.028698574824009872,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-12-08,15.925,147.068,0.18996643642089128,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-11,28.882,140.701,1.0741572039769067,0.5674992070954865,0,0,0,0,0,0,0,0,0,1,0
1979-12-12,1.598,-79.358,-0.35020792569709375,3.9858832662597967,0,0,0,1,0,0,0,0,0,1,4
1979-12-12,2.149,-79.393,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-12-12,2.843,-78.831,-0.056397038914586944,-0.4278304274304214,0,0,0,0,0,0,0,0,0,1,4
1979-12-13,5.509,-80.514,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,4
1979-12-13,2.614,-79.215,-0.056397038914586944,-0.17259813241902822,0,0,0,1,0,0,0,0,0,1,4
1979-12-13,-22.03,170.112,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-14,42.819,144.297,0.6059259578330338,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-15,-3.299,102.712,-0.056397038914586944,1.723646960117397,0,0,0,1,0,0,0,0,0,1,0
1979-12-16,-20.395,-173.741,0.09889469050747685,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,1
1979-12-17,-28.346,-176.76,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,1
1979-12-17,-8.39,115.889,-0.056397038914586944,1.0409430729240485,0,0,0,1,0,0,0,0,0,1,0
1979-12-18,11.393,-86.458,0.6198755501457722,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,4
1979-12-20,-20.529,169.225,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,0
1979-12-21,27.089,97.036,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-23,3.502,126.846,-0.056397038914586944,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-12-25,-6.847,129.634,1.2397235496311303,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-12-25,-6.495,129.367,1.68338153513385,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,0
1979-12-25,-2.702,67.959,-1.1346795570743498,-0.687580342010761,0,0,0,1,0,0,0,0,0,1,0
1979-12-26,-36.003,-71.341,0.9050945862080034,-0.687580342010761,0,0,0,0,0,0,0,0,0,1,4
1979-12-30,0.964,125.99,0.14551516109555857,-0.17259813241902822,0,0,0,0,0,0,0,0,0,1,0
1979-12-31,40.216,144.109,-0.056397038914586944,-0.9520106862444903,0,0,0,0,0,0,0,0,0,1,0
1979-12-31,2.099,-79.017,-0.056397038914586944,-0.9520106862444903,0,0,0,1,0,0,0,0,0,1,4
